Plate Mythic+ Dungeon Pool — Hero & Myth Upgrade Stats,,,,,,,,
,,,,,,,,
Track rank,Item level,,Methodology,,,,,
Taz'Rah's Cosmic Edge,251218,"159 - 266 Damage
Speed 2.60
(81.7 damage per second)
+72 Strength
+1,397 Stamina
+52 Haste
+37 Mastery","164 - 273 Damage
Speed 2.60
(84.0 damage per second)
+74 Strength
+1,448 Stamina
+53 Haste
+37 Mastery","168 - 281 Damage
Speed 2.60
(86.3 damage per second)
+76 Strength
+1,501 Stamina
+53 Haste
+38 Mastery","175 - 292 Damage
Speed 2.60
(89.8 damage per second)
+79 Strength
+1,572 Stamina
+54 Haste
+38 Mastery","180 - 300 Damage
Speed 2.60
(92.3 damage per second)
+81 Strength
+1,627 Stamina
+55 Haste
+39 Mastery","185 - 309 Damage
Speed 2.60
(95.0 damage per second)
+84 Strength
+1,684 Stamina
+56 Haste
+39 Mastery",https://www.wowhead.com/item=251218
Teldrassil's Sacrifice,251201,"679 Armor
110 Block
+72 [Strength or Intellect]
+1,397 Stamina
+56 Mastery
+33 Critical Strike","693 Armor
112 Block
+74 [Strength or Intellect]
+1,448 Stamina
+57 Mastery
+33 Critical Strike","706 Armor
115 Block
+76 [Strength or Intellect]
+1,501 Stamina
+57 Mastery
+34 Critical Strike","725 Armor
118 Block
+79 [Strength or Intellect]
+1,572 Stamina
+58 Mastery
+34 Critical Strike","739 Armor
120 Block
+81 [Strength or Intellect]
+1,627 Stamina
+59 Mastery
+35 Critical Strike","754 Armor
123 Block
+84 [Strength or Intellect]
+1,684 Stamina
+60 Mastery
+35 Critical Strike",https://www.wowhead.com/item=251201
Tempest's Shelter,251162,"679 Armor
110 Block
+72 [Strength or Intellect]
+1,397 Stamina
+52 Haste
+37 Versatility","693 Armor
112 Block
+74 [Strength or Intellect]
+1,448 Stamina
+53 Haste
+37 Versatility","706 Armor
115 Block
+76 [Strength or Intellect]
+1,501 Stamina
+53 Haste
+38 Versatility","725 Armor
118 Block
+79 [Strength or Intellect]
+1,572 Stamina
+54 Haste
+38 Versatility","739 Armor
120 Block
+81 [Strength or Intellect]
+1,627 Stamina
+55 Haste
+39 Versatility","754 Armor
123 Block
+84 [Strength or Intellect]
+1,684 Stamina
+56 Haste
+39 Versatility",https://www.wowhead.com/item=251162
Thorned Reply,251195,"159 - 266 Damage
Speed 2.60
(81.7 damage per second)
+72 Strength
+1,397 Stamina
+37 Critical Strike
+52 Haste","164 - 273 Damage
Speed 2.60
(84.0 damage per second)
+74 Strength
+1,448 Stamina
+37 Critical Strike
+53 Haste","168 - 281 Damage
Speed 2.60
(86.3 damage per second)
+76 Strength
+1,501 Stamina
+38 Critical Strike
+53 Haste","175 - 292 Damage
Speed 2.60
(89.8 damage per second)
+79 Strength
+1,572 Stamina
+38 Critical Strike
+54 Haste","180 - 300 Damage
Speed 2.60
(92.3 damage per second)
+81 Strength
+1,627 Stamina
+39 Critical Strike
+55 Haste","185 - 309 Damage
Speed 2.60
(95.0 damage per second)
+84 Strength
+1,684 Stamina
+39 Critical Strike
+56 Haste",https://www.wowhead.com/item=251195
Thornspike Gauntlets,251188,"235 Armor
+108 [Strength or Intellect]
+2,096 Stamina
+84 Critical Strike
+49 Versatility","240 Armor
+111 [Strength or Intellect]
+2,172 Stamina
+85 Critical Strike
+50 Versatility","245 Armor
+114 [Strength or Intellect]
+2,252 Stamina
+86 Critical Strike
+51 Versatility","252 Armor
+118 [Strength or Intellect]
+2,358 Stamina
+87 Critical Strike
+52 Versatility","257 Armor
+122 [Strength or Intellect]
+2,440 Stamina
+89 Critical Strike
+52 Versatility","262 Armor
+125 [Strength or Intellect]
+2,527 Stamina
+90 Critical Strike
+53 Versatility",https://www.wowhead.com/item=251188
Tumor of the Swarm,250245,"+137 [Agility or Strength]
Equip: Your attacks have a chance to release toxic parasites that burst around you, dealing 18871 Nature damage split among nearby enemies and healing you for 11872.","+141 [Agility or Strength]
Equip: Your attacks have a chance to release toxic parasites that burst around you, dealing 19718 Nature damage split among nearby enemies and healing you for 12405.","+145 [Agility or Strength]
Equip: Your attacks have a chance to release toxic parasites that burst around you, dealing 20598 Nature damage split among nearby enemies and healing you for 12959.","+150 [Agility or Strength]
Equip: Your attacks have a chance to release toxic parasites that burst around you, dealing 21824 Nature damage split among nearby enemies and healing you for 13730.","+154 [Agility or Strength]
Equip: Your attacks have a chance to release toxic parasites that burst around you, dealing 22785 Nature damage split among nearby enemies and healing you for 14335.","+159 [Agility or Strength]
Equip: Your attacks have a chance to release toxic parasites that burst around you, dealing 23784 Nature damage split among nearby enemies and healing you for 14963.",https://www.wowhead.com/item=250245
Twin-Strike Polearm,158371,"248 - 372 Damage
Speed 3.60
(86.1 damage per second)
+144 [Agility or Strength]
+2,794 Stamina
+104 Critical Strike
+74 Versatility","255 - 383 Damage
Speed 3.60
(88.6 damage per second)
+148 [Agility or Strength]
+2,896 Stamina
+105 Critical Strike
+75 Versatility","262 - 394 Damage
Speed 3.60
(91.1 damage per second)
+152 [Agility or Strength]
+3,002 Stamina
+107 Critical Strike
+76 Versatility","273 - 409 Damage
Speed 3.60
(94.7 damage per second)
+158 [Agility or Strength]
+3,143 Stamina
+109 Critical Strike
+77 Versatility","280 - 421 Damage
Speed 3.60
(97.4 damage per second)
+162 [Agility or Strength]
+3,254 Stamina
+110 Critical Strike
+78 Versatility","288 - 433 Damage
Speed 3.60
(100.1 damage per second)
+167 [Agility or Strength]
+3,369 Stamina
+112 Critical Strike
+79 Versatility",https://www.wowhead.com/item=158371
Venom-Etched Crescent,273785,"159 - 266 Damage
Speed 2.60
(81.7 damage per second)
+72 [Strength or Agility]
+1,397 Stamina
+52 Haste
+37 Versatility","164 - 273 Damage
Speed 2.60
(84.0 damage per second)
+74 [Strength or Agility]
+1,448 Stamina
+53 Haste
+37 Versatility","168 - 281 Damage
Speed 2.60
(86.3 damage per second)
+76 [Strength or Agility]
+1,501 Stamina
+53 Haste
+38 Versatility","175 - 292 Damage
Speed 2.60
(89.8 damage per second)
+79 [Strength or Agility]
+1,572 Stamina
+54 Haste
+38 Versatility","180 - 300 Damage
Speed 2.60
(92.3 damage per second)
+81 [Strength or Agility]
+1,627 Stamina
+55 Haste
+39 Versatility","185 - 309 Damage
Speed 2.60
(95.0 damage per second)
+84 [Strength or Agility]
+1,684 Stamina
+56 Haste
+39 Versatility",https://www.wowhead.com/item=273785
Victor's Flashfrozen Blade,251158,"248 - 372 Damage
Speed 3.60
(86.1 damage per second)
+144 [Agility or Strength]
+2,794 Stamina
+108 Mastery
+70 Versatility","255 - 383 Damage
Speed 3.60
(88.6 damage per second)
+148 [Agility or Strength]
+2,896 Stamina
+109 Mastery
+71 Versatility","262 - 394 Damage
Speed 3.60
(91.1 damage per second)
+152 [Agility or Strength]
+3,002 Stamina
+111 Mastery
+72 Versatility","273 - 409 Damage
Speed 3.60
(94.7 damage per second)
+158 [Agility or Strength]
+3,143 Stamina
+113 Mastery
+73 Versatility","280 - 421 Damage
Speed 3.60
(97.4 damage per second)
+162 [Agility or Strength]
+3,254 Stamina
+114 Mastery
+74 Versatility","288 - 433 Damage
Speed 3.60
(100.1 damage per second)
+167 [Agility or Strength]
+3,369 Stamina
+116 Mastery
+75 Versatility",https://www.wowhead.com/item=251158
Vile Vial of Volatile Venom,273796,"+137 [Agility or Strength or Intellect]
Use: Take a small sip of venom, gaining 852 of a random secondary stat for 15 sec. Afterwards, a random secondary stat is reduced by 122 for 15 sec. (2 Min Cooldown)
""""Questionable? Yes. Potable?... Technically yes.""""","+141 [Agility or Strength or Intellect]
Use: Take a small sip of venom, gaining 863 of a random secondary stat for 15 sec. Afterwards, a random secondary stat is reduced by 123 for 15 sec. (2 Min Cooldown)
""""Questionable? Yes. Potable?... Technically yes.""""","+145 [Agility or Strength or Intellect]
Use: Take a small sip of venom, gaining 875 of a random secondary stat for 15 sec. Afterwards, a random secondary stat is reduced by 125 for 15 sec. (2 Min Cooldown)
""""Questionable? Yes. Potable?... Technically yes.""""","+150 [Agility or Strength or Intellect]
Use: Take a small sip of venom, gaining 891 of a random secondary stat for 15 sec. Afterwards, a random secondary stat is reduced by 127 for 15 sec. (2 Min Cooldown)
""""Questionable? Yes. Potable?... Technically yes.""""","+154 [Agility or Strength or Intellect]
Use: Take a small sip of venom, gaining 902 of a random secondary stat for 15 sec. Afterwards, a random secondary stat is reduced by 129 for 15 sec. (2 Min Cooldown)
""""Questionable? Yes. Potable?... Technically yes.""""","+159 [Agility or Strength or Intellect]
Use: Take a small sip of venom, gaining 914 of a random secondary stat for 15 sec. Afterwards, a random secondary stat is reduced by 131 for 15 sec. (2 Min Cooldown)
""""Questionable? Yes. Potable?... Technically yes.""""",https://www.wowhead.com/item=273796
Vile Writhefang Glaive,273787,"248 - 372 Damage
Speed 3.60
(86.1 damage per second)
+144 [Agility or Strength]
+2,794 Stamina
+104 Critical Strike
+74 Versatility","255 - 383 Damage
Speed 3.60
(88.6 damage per second)
+148 [Agility or Strength]
+2,896 Stamina
+105 Critical Strike
+75 Versatility","262 - 394 Damage
Speed 3.60
(91.1 damage per second)
+152 [Agility or Strength]
+3,002 Stamina
+107 Critical Strike
+76 Versatility","273 - 409 Damage
Speed 3.60
(94.7 damage per second)
+158 [Agility or Strength]
+3,143 Stamina
+109 Critical Strike
+77 Versatility","280 - 421 Damage
Speed 3.60
(97.4 damage per second)
+162 [Agility or Strength]
+3,254 Stamina
+110 Critical Strike
+78 Versatility","288 - 433 Damage
Speed 3.60
(100.1 damage per second)
+167 [Agility or Strength]
+3,369 Stamina
+112 Critical Strike
+79 Versatility",https://www.wowhead.com/item=273787
Visor of the Predator,251221,"314 Armor
+144 [Strength or Intellect]
+2,794 Stamina
+104 Critical Strike
+74 Versatility","320 Armor
+148 [Strength or Intellect]
+2,896 Stamina
+105 Critical Strike
+75 Versatility","326 Armor
+152 [Strength or Intellect]
+3,002 Stamina
+107 Critical Strike
+76 Versatility","335 Armor
+158 [Strength or Intellect]
+3,143 Stamina
+109 Critical Strike
+77 Versatility","342 Armor
+162 [Strength or Intellect]
+3,254 Stamina
+110 Critical Strike
+78 Versatility","350 Armor
+167 [Strength or Intellect]
+3,369 Stamina
+112 Critical Strike
+79 Versatility",https://www.wowhead.com/item=251221
Yoke of the Charging Bear,251173,"+1,572 Stamina
+116 Critical Strike
+223 Haste","+1,629 Stamina
+119 Critical Strike
+228 Haste","+1,689 Stamina
+121 Critical Strike
+232 Haste","+1,768 Stamina
+124 Critical Strike
+238 Haste","+1,830 Stamina
+126 Critical Strike
+242 Haste","+1,895 Stamina
+129 Critical Strike
+247 Haste",https://www.wowhead.com/item=251173
Myth Track — Season 2 Upgrade Stats,,,,,,,,
Each cell contains the complete displayed stat/effect line at that upgrade rank.,,,,,,,,
Item Name,Item ID,"Myth 1/6
(ilvl 318)","Myth 2/6
(ilvl 321)","Myth 3/6
(ilvl 324)","Myth 4/6
(ilvl 328)","Myth 5/6
(ilvl 331)","Myth 6/6
(ilvl 334)",Wowhead Source
Aged Interwoven Scaleplate,273777,"456 Armor
+162 [Strength or Intellect]
+3,254 Stamina
+110 Critical Strike
+78 Versatility","466 Armor
+167 [Strength or Intellect]
+3,369 Stamina
+112 Critical Strike
+79 Versatility","475 Armor
+172 [Strength or Intellect]
+3,487 Stamina
+113 Critical Strike
+80 Versatility","489 Armor
+178 [Strength or Intellect]
+3,649 Stamina
+115 Critical Strike
+81 Versatility","499 Armor
+183 [Strength or Intellect]
+3,777 Stamina
+116 Critical Strike
+82 Versatility","509 Armor
+189 [Strength or Intellect]
+3,910 Stamina
+118 Critical Strike
+83 Versatility",https://www.wowhead.com/item=273777
Ancient General's Obsidian Pillars,273783,"399 Armor
+162 [Strength or Intellect]
+3,254 Stamina
+110 Critical Strike
+78 Haste","408 Armor
+167 [Strength or Intellect]
+3,369 Stamina
+112 Critical Strike
+79 Haste","416 Armor
+172 [Strength or Intellect]
+3,487 Stamina
+113 Critical Strike
+80 Haste","428 Armor
+178 [Strength or Intellect]
+3,649 Stamina
+115 Critical Strike
+81 Haste","436 Armor
+183 [Strength or Intellect]
+3,777 Stamina
+116 Critical Strike
+82 Haste","445 Armor
+189 [Strength or Intellect]
+3,910 Stamina
+118 Critical Strike
+83 Haste",https://www.wowhead.com/item=273783
Auric Puddle Stompers,159328,"285 Armor
+122 [Strength or Intellect]
+2,440 Stamina
+80 Versatility
+61 Mastery","291 Armor
+125 [Strength or Intellect]
+2,527 Stamina
+81 Versatility
+62 Mastery","297 Armor
+129 [Strength or Intellect]
+2,615 Stamina
+82 Versatility
+63 Mastery","305 Armor
+134 [Strength or Intellect]
+2,737 Stamina
+83 Versatility
+64 Mastery","312 Armor
+138 [Strength or Intellect]
+2,832 Stamina
+84 Versatility
+65 Mastery","318 Armor
+141 [Strength or Intellect]
+2,932 Stamina
+85 Versatility
+66 Mastery",https://www.wowhead.com/item=159328
Autumn's Boon Belt,251155,"257 Armor
+122 [Strength or Intellect]
+2,440 Stamina
+80 Critical Strike
+61 Haste","262 Armor
+125 [Strength or Intellect]
+2,527 Stamina
+81 Critical Strike
+62 Haste","267 Armor
+129 [Strength or Intellect]
+2,615 Stamina
+82 Critical Strike
+63 Haste","275 Armor
+134 [Strength or Intellect]
+2,737 Stamina
+83 Critical Strike
+64 Haste","280 Armor
+138 [Strength or Intellect]
+2,832 Stamina
+84 Critical Strike
+65 Haste","286 Armor
+141 [Strength or Intellect]
+2,932 Stamina
+85 Critical Strike
+66 Haste",https://www.wowhead.com/item=251155
Backdraft Cleaver,193768,"280 - 421 Damage
Speed 3.60
(97.4 damage per second)
+162 Strength
+3,254 Stamina
+110 Critical Strike
+78 Mastery","288 - 433 Damage
Speed 3.60
(100.1 damage per second)
+167 Strength
+3,369 Stamina
+112 Critical Strike
+79 Mastery","296 - 444 Damage
Speed 3.60
(102.8 damage per second)
+172 Strength
+3,487 Stamina
+113 Critical Strike
+80 Mastery","307 - 461 Damage
Speed 3.60
(106.7 damage per second)
+178 Strength
+3,649 Stamina
+115 Critical Strike
+81 Mastery","316 - 474 Damage
Speed 3.60
(109.7 damage per second)
+183 Strength
+3,777 Stamina
+116 Critical Strike
+82 Mastery","325 - 487 Damage
Speed 3.60
(112.8 damage per second)
+189 Strength
+3,910 Stamina
+118 Critical Strike
+83 Mastery",https://www.wowhead.com/item=193768
Band of the Amani Warlord,273792,"+1,830 Stamina
+134 Critical Strike
+235 Haste
""""A simple but durable ring, once worn by the Warlord Zul'jin himself.""""","+1,895 Stamina
+136 Critical Strike
+239 Haste
""""A simple but durable ring, once worn by the Warlord Zul'jin himself.""""","+1,962 Stamina
+139 Critical Strike
+244 Haste
""""A simple but durable ring, once worn by the Warlord Zul'jin himself.""""","+2,053 Stamina
+142 Critical Strike
+250 Haste
""""A simple but durable ring, once worn by the Warlord Zul'jin himself.""""","+2,124 Stamina
+145 Critical Strike
+254 Haste
""""A simple but durable ring, once worn by the Warlord Zul'jin himself.""""","+2,199 Stamina
+147 Critical Strike
+258 Haste
""""A simple but durable ring, once worn by the Warlord Zul'jin himself.""""",https://www.wowhead.com/item=273792
Bedrock Breeches,251192,"399 Armor
+162 [Strength or Intellect]
+3,254 Stamina
+118 Versatility
+70 Mastery","408 Armor
+167 [Strength or Intellect]
+3,369 Stamina
+120 Versatility
+71 Mastery","416 Armor
+172 [Strength or Intellect]
+3,487 Stamina
+121 Versatility
+72 Mastery","428 Armor
+178 [Strength or Intellect]
+3,649 Stamina
+123 Versatility
+73 Mastery","436 Armor
+183 [Strength or Intellect]
+3,777 Stamina
+125 Versatility
+74 Mastery","445 Armor
+189 [Strength or Intellect]
+3,910 Stamina
+126 Versatility
+75 Mastery",https://www.wowhead.com/item=251192
Blazebinder's Hoof,193762,"+134 Haste
Use: Bind with the blaze for 20 sec, giving your attacks a high chance to increase your Strength by 134, stacking up to 6 times. When your binding is complete, emit a burnout wave, dealing up to 100661 Fire damage split between all nearby enemies, based on the strength of your binding. (500ms cooldown) (2 Min Cooldown)","+136 Haste
Use: Bind with the blaze for 20 sec, giving your attacks a high chance to increase your Strength by 138, stacking up to 6 times. When your binding is complete, emit a burnout wave, dealing up to 103762 Fire damage split between all nearby enemies, based on the strength of your binding. (500ms cooldown) (2 Min Cooldown)","+138 Haste
Use: Bind with the blaze for 20 sec, giving your attacks a high chance to increase your Strength by 142, stacking up to 6 times. When your binding is complete, emit a burnout wave, dealing up to 106958 Fire damage split between all nearby enemies, based on the strength of your binding. (500ms cooldown) (2 Min Cooldown)","+140 Haste
Use: Bind with the blaze for 20 sec, giving your attacks a high chance to increase your Strength by 147, stacking up to 6 times. When your binding is complete, emit a burnout wave, dealing up to 111372 Fire damage split between all nearby enemies, based on the strength of your binding. (500ms cooldown) (2 Min Cooldown)","+142 Haste
Use: Bind with the blaze for 20 sec, giving your attacks a high chance to increase your Strength by 151, stacking up to 6 times. When your binding is complete, emit a burnout wave, dealing up to 114801 Fire damage split between all nearby enemies, based on the strength of your binding. (500ms cooldown) (2 Min Cooldown)","+143 Haste
Use: Bind with the blaze for 20 sec, giving your attacks a high chance to increase your Strength by 155, stacking up to 6 times. When your binding is complete, emit a burnout wave, dealing up to 118335 Fire damage split between all nearby enemies, based on the strength of your binding. (500ms cooldown) (2 Min Cooldown)",https://www.wowhead.com/item=193762
Bloodthorn Burnous,251190,"70 Armor
+91 [Agility or Strength or Intellect]
+1,830 Stamina
+69 Haste
+37 Mastery","72 Armor
+94 [Agility or Strength or Intellect]
+1,895 Stamina
+70 Haste
+37 Mastery","73 Armor
+97 [Agility or Strength or Intellect]
+1,962 Stamina
+70 Haste
+38 Mastery","75 Armor
+100 [Agility or Strength or Intellect]
+2,053 Stamina
+72 Haste
+39 Mastery","77 Armor
+103 [Agility or Strength or Intellect]
+2,124 Stamina
+73 Haste
+39 Mastery","78 Armor
+106 [Agility or Strength or Intellect]
+2,199 Stamina
+73 Haste
+40 Mastery",https://www.wowhead.com/item=251190
Bonds of the Hash'ura,251152,"257 Armor
+122 [Strength or Intellect]
+2,440 Stamina
+86 Critical Strike
+55 Mastery","262 Armor
+125 [Strength or Intellect]
+2,527 Stamina
+87 Critical Strike
+56 Mastery","267 Armor
+129 [Strength or Intellect]
+2,615 Stamina
+88 Critical Strike
+57 Mastery","275 Armor
+134 [Strength or Intellect]
+2,737 Stamina
+89 Critical Strike
+58 Mastery","280 Armor
+138 [Strength or Intellect]
+2,832 Stamina
+90 Critical Strike
+58 Mastery","286 Armor
+141 [Strength or Intellect]
+2,932 Stamina
+91 Critical Strike
+59 Mastery",https://www.wowhead.com/item=251152
Breastplate of Soaring Terror,193765,"456 Armor
+162 [Strength or Intellect]
+3,254 Stamina
+106 Critical Strike
+82 Mastery","466 Armor
+167 [Strength or Intellect]
+3,369 Stamina
+107 Critical Strike
+83 Mastery","475 Armor
+172 [Strength or Intellect]
+3,487 Stamina
+109 Critical Strike
+84 Mastery","489 Armor
+178 [Strength or Intellect]
+3,649 Stamina
+111 Critical Strike
+85 Mastery","499 Armor
+183 [Strength or Intellect]
+3,777 Stamina
+112 Critical Strike
+86 Mastery","509 Armor
+189 [Strength or Intellect]
+3,910 Stamina
+113 Critical Strike
+88 Mastery",https://www.wowhead.com/item=193765
Bulwark of Brimming Potential,158375,"739 Armor
120 Block
+81 [Strength or Intellect]
+1,627 Stamina
+53 Critical Strike
+41 Haste","754 Armor
123 Block
+84 [Strength or Intellect]
+1,684 Stamina
+54 Critical Strike
+41 Haste","771 Armor
125 Block
+86 [Strength or Intellect]
+1,744 Stamina
+54 Critical Strike
+42 Haste","794 Armor
129 Block
+89 [Strength or Intellect]
+1,824 Stamina
+55 Critical Strike
+43 Haste","809 Armor
132 Block
+92 [Strength or Intellect]
+1,888 Stamina
+56 Critical Strike
+43 Haste","826 Armor
134 Block
+94 [Strength or Intellect]
+1,955 Stamina
+57 Critical Strike
+44 Haste",https://www.wowhead.com/item=158375
C'thraxxi Binders Pauldrons,158360,"314 Armor
+122 [Strength or Intellect]
+2,440 Stamina
+58 Critical Strike
+83 Versatility","320 Armor
+125 [Strength or Intellect]
+2,527 Stamina
+59 Critical Strike
+84 Versatility","327 Armor
+129 [Strength or Intellect]
+2,615 Stamina
+60 Critical Strike
+85 Versatility","336 Armor
+134 [Strength or Intellect]
+2,737 Stamina
+61 Critical Strike
+86 Versatility","343 Armor
+138 [Strength or Intellect]
+2,832 Stamina
+62 Critical Strike
+87 Versatility","350 Armor
+141 [Strength or Intellect]
+2,932 Stamina
+62 Critical Strike
+88 Versatility",https://www.wowhead.com/item=158360
Charged Sandstone Band,158366,"+1,830 Stamina
+211 Critical Strike
+158 Mastery
Prismatic Socket","+1,895 Stamina
+215 Critical Strike
+161 Mastery
Prismatic Socket","+1,962 Stamina
+219 Critical Strike
+164 Mastery
Prismatic Socket","+2,053 Stamina
+224 Critical Strike
+168 Mastery
Prismatic Socket","+2,124 Stamina
+228 Critical Strike
+171 Mastery
Prismatic Socket","+2,199 Stamina
+232 Critical Strike
+174 Mastery
Prismatic Socket",https://www.wowhead.com/item=158366
Charonic Crescent,251232,"280 - 421 Damage
Speed 3.60
(97.4 damage per second)
+162 [Agility or Strength]
+3,254 Stamina
+110 Critical Strike
+78 Haste","288 - 433 Damage
Speed 3.60
(100.1 damage per second)
+167 [Agility or Strength]
+3,369 Stamina
+112 Critical Strike
+79 Haste","296 - 444 Damage
Speed 3.60
(102.8 damage per second)
+172 [Agility or Strength]
+3,487 Stamina
+113 Critical Strike
+80 Haste","307 - 461 Damage
Speed 3.60
(106.7 damage per second)
+178 [Agility or Strength]
+3,649 Stamina
+115 Critical Strike
+81 Haste","316 - 474 Damage
Speed 3.60
(109.7 damage per second)
+183 [Agility or Strength]
+3,777 Stamina
+116 Critical Strike
+82 Haste","325 - 487 Damage
Speed 3.60
(112.8 damage per second)
+189 [Agility or Strength]
+3,910 Stamina
+118 Critical Strike
+83 Haste",https://www.wowhead.com/item=251232
Cinderfury Shoulderguards,251126,"314 Armor
+122 [Strength or Intellect]
+2,440 Stamina
+92 Critical Strike
+49 Haste","320 Armor
+125 [Strength or Intellect]
+2,527 Stamina
+93 Critical Strike
+50 Haste","327 Armor
+129 [Strength or Intellect]
+2,615 Stamina
+94 Critical Strike
+51 Haste","336 Armor
+134 [Strength or Intellect]
+2,737 Stamina
+96 Critical Strike
+51 Haste","343 Armor
+138 [Strength or Intellect]
+2,832 Stamina
+97 Critical Strike
+52 Haste","350 Armor
+141 [Strength or Intellect]
+2,932 Stamina
+98 Critical Strike
+53 Haste",https://www.wowhead.com/item=251126
Cloak of the Restless Tribes,159288,"70 Armor
+91 [Agility or Strength or Intellect]
+1,830 Stamina
+57 Versatility
+48 Mastery
Equip: Standing still for 4 sec increases your Speed by 94. Lasts for 4 sec once you start moving.","72 Armor
+94 [Agility or Strength or Intellect]
+1,895 Stamina
+58 Versatility
+49 Mastery
Equip: Standing still for 4 sec increases your Speed by 96. Lasts for 4 sec once you start moving.","73 Armor
+97 [Agility or Strength or Intellect]
+1,962 Stamina
+59 Versatility
+50 Mastery
Equip: Standing still for 4 sec increases your Speed by 97. Lasts for 4 sec once you start moving.","75 Armor
+100 [Agility or Strength or Intellect]
+2,053 Stamina
+60 Versatility
+50 Mastery
Equip: Standing still for 4 sec increases your Speed by 98. Lasts for 4 sec once you start moving.","77 Armor
+103 [Agility or Strength or Intellect]
+2,124 Stamina
+61 Versatility
+51 Mastery
Equip: Standing still for 4 sec increases your Speed by 100. Lasts for 4 sec once you start moving.","78 Armor
+106 [Agility or Strength or Intellect]
+2,199 Stamina
+61 Versatility
+52 Mastery
Equip: Standing still for 4 sec increases your Speed by 101. Lasts for 4 sec once you start moving.",https://www.wowhead.com/item=159288
Coiled Fangstone,273795,"+154 Strength
Use: Unleash 3 Envenomed Bites centered on your target, inflicting a total of [(68567 * 3) * 1]) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%. (1 Min Cooldown)","+159 Strength
Use: Unleash 3 Envenomed Bites centered on your target, inflicting a total of [(71571 * 3) * 1]) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%. (1 Min Cooldown)","+163 Strength
Use: Unleash 3 Envenomed Bites centered on your target, inflicting a total of [(74690 * 3) * 1]) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%. (1 Min Cooldown)","+170 Strength
Use: Unleash 3 Envenomed Bites centered on your target, inflicting a total of [(79036 * 3) * 1]) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%. (1 Min Cooldown)","+174 Strength
Use: Unleash 3 Envenomed Bites centered on your target, inflicting a total of [(82440 * 3) * 1]) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%. (1 Min Cooldown)","+179 Strength
Use: Unleash 3 Envenomed Bites centered on your target, inflicting a total of [(85974 * 3) * 1]) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%. (1 Min Cooldown)",https://www.wowhead.com/item=273795
Crackling Jade Kilij,160216,"90 - 150 Damage
Speed 2.60
(46.2 damage per second)
+473 Intellect
+1,627 Stamina
+55 Critical Strike
+39 Mastery","92 - 154 Damage
Speed 2.60
(47.3 damage per second)
+486 Intellect
+1,684 Stamina
+56 Critical Strike
+39 Mastery","95 - 159 Damage
Speed 2.60
(48.8 damage per second)
+500 Intellect
+1,744 Stamina
+56 Critical Strike
+40 Mastery","98 - 165 Damage
Speed 2.60
(50.6 damage per second)
+519 Intellect
+1,824 Stamina
+57 Critical Strike
+41 Mastery","101 - 169 Damage
Speed 2.60
(51.9 damage per second)
+534 Intellect
+1,888 Stamina
+58 Critical Strike
+41 Mastery","104 - 174 Damage
Speed 2.60
(53.5 damage per second)
+549 Intellect
+1,955 Stamina
+59 Critical Strike
+42 Mastery",https://www.wowhead.com/item=160216
Desert Guardian's Breastplate,158364,"456 Armor
+162 [Strength or Intellect]
+3,254 Stamina
+110 Critical Strike
+78 Versatility","466 Armor
+167 [Strength or Intellect]
+3,369 Stamina
+112 Critical Strike
+79 Versatility","475 Armor
+172 [Strength or Intellect]
+3,487 Stamina
+113 Critical Strike
+80 Versatility","489 Armor
+178 [Strength or Intellect]
+3,649 Stamina
+115 Critical Strike
+81 Versatility","499 Armor
+183 [Strength or Intellect]
+3,777 Stamina
+116 Critical Strike
+82 Versatility","509 Armor
+189 [Strength or Intellect]
+3,910 Stamina
+118 Critical Strike
+83 Versatility",https://www.wowhead.com/item=158364
Despondent's Gauntlets,251227,"257 Armor
+122 [Strength or Intellect]
+2,440 Stamina
+92 Critical Strike
+49 Haste","262 Armor
+125 [Strength or Intellect]
+2,527 Stamina
+93 Critical Strike
+50 Haste","267 Armor
+129 [Strength or Intellect]
+2,615 Stamina
+94 Critical Strike
+51 Haste","275 Armor
+134 [Strength or Intellect]
+2,737 Stamina
+96 Critical Strike
+51 Haste","280 Armor
+138 [Strength or Intellect]
+2,832 Stamina
+97 Critical Strike
+52 Haste","286 Armor
+141 [Strength or Intellect]
+2,932 Stamina
+98 Critical Strike
+53 Haste",https://www.wowhead.com/item=251227
Drake Rider's Stecktarge,193770,"739 Armor
120 Block
+81 [Strength or Intellect]
+1,627 Stamina
+53 Critical Strike
+41 Haste","754 Armor
123 Block
+84 [Strength or Intellect]
+1,684 Stamina
+54 Critical Strike
+41 Haste","771 Armor
125 Block
+86 [Strength or Intellect]
+1,744 Stamina
+54 Critical Strike
+42 Haste","794 Armor
129 Block
+89 [Strength or Intellect]
+1,824 Stamina
+55 Critical Strike
+43 Haste","809 Armor
132 Block
+92 [Strength or Intellect]
+1,888 Stamina
+56 Critical Strike
+43 Haste","826 Armor
134 Block
+94 [Strength or Intellect]
+1,955 Stamina
+57 Critical Strike
+44 Haste",https://www.wowhead.com/item=193770
