Mail Mythic+ Dungeon Pool — Hero & Myth Upgrade Stats,,,,,,,,
,,,,,,,,
Track rank,Item level,,Methodology,,,,,
Item Name,Item ID,"Myth 1/6
(ilvl 318)","Myth 2/6
(ilvl 321)","Myth 3/6
(ilvl 324)","Myth 4/6
(ilvl 328)","Myth 5/6
(ilvl 331)","Myth 6/6
(ilvl 334)",Wowhead Source
Amirdrassil's Reach,251197,"234 - 351 Damage
Speed 3.00
(97.4 damage per second)
+162 Agility
+3,254 Stamina
+118 Versatility
+70 Mastery","240 - 361 Damage
Speed 3.00
(100.1 damage per second)
+167 Agility
+3,369 Stamina
+120 Versatility
+71 Mastery","246 - 370 Damage
Speed 3.00
(102.8 damage per second)
+172 Agility
+3,487 Stamina
+121 Versatility
+72 Mastery","256 - 384 Damage
Speed 3.00
(106.7 damage per second)
+178 Agility
+3,649 Stamina
+123 Versatility
+73 Mastery","263 - 395 Damage
Speed 3.00
(109.7 damage per second)
+183 Agility
+3,777 Stamina
+125 Versatility
+74 Mastery","271 - 406 Damage
Speed 3.00
(112.8 damage per second)
+189 Agility
+3,910 Stamina
+126 Versatility
+75 Mastery",https://www.wowhead.com/item=251197
Ancestral Amani Recurve,273789,"234 - 351 Damage
Speed 3.00
(97.4 damage per second)
+162 Agility
+3,254 Stamina
+110 Critical Strike
+78 Haste","240 - 361 Damage
Speed 3.00
(100.1 damage per second)
+167 Agility
+3,369 Stamina
+112 Critical Strike
+79 Haste","246 - 370 Damage
Speed 3.00
(102.8 damage per second)
+172 Agility
+3,487 Stamina
+113 Critical Strike
+80 Haste","256 - 384 Damage
Speed 3.00
(106.7 damage per second)
+178 Agility
+3,649 Stamina
+115 Critical Strike
+81 Haste","263 - 395 Damage
Speed 3.00
(109.7 damage per second)
+183 Agility
+3,777 Stamina
+116 Critical Strike
+82 Haste","271 - 406 Damage
Speed 3.00
(112.8 damage per second)
+189 Agility
+3,910 Stamina
+118 Critical Strike
+83 Haste",https://www.wowhead.com/item=273789
Arc-Glass Bindings,158349,"135 Armor
+91 [Agility or Intellect]
+1,830 Stamina
+69 Critical Strike
+37 Mastery","138 Armor
+94 [Agility or Intellect]
+1,895 Stamina
+70 Critical Strike
+37 Mastery","140 Armor
+97 [Agility or Intellect]
+1,962 Stamina
+70 Critical Strike
+38 Mastery","144 Armor
+100 [Agility or Intellect]
+2,053 Stamina
+72 Critical Strike
+39 Mastery","147 Armor
+103 [Agility or Intellect]
+2,124 Stamina
+73 Critical Strike
+39 Mastery","150 Armor
+106 [Agility or Intellect]
+2,199 Stamina
+73 Critical Strike
+40 Mastery",https://www.wowhead.com/item=158349
Band of the Amani Warlord,273792,"+1,830 Stamina
+134 Critical Strike
+235 Haste
""""A simple but durable ring, once worn by the Warlord Zul'jin himself.""""","+1,895 Stamina
+136 Critical Strike
+239 Haste
""""A simple but durable ring, once worn by the Warlord Zul'jin himself.""""","+1,962 Stamina
+139 Critical Strike
+244 Haste
""""A simple but durable ring, once worn by the Warlord Zul'jin himself.""""","+2,053 Stamina
+142 Critical Strike
+250 Haste
""""A simple but durable ring, once worn by the Warlord Zul'jin himself.""""","+2,124 Stamina
+145 Critical Strike
+254 Haste
""""A simple but durable ring, once worn by the Warlord Zul'jin himself.""""","+2,199 Stamina
+147 Critical Strike
+258 Haste
""""A simple but durable ring, once worn by the Warlord Zul'jin himself.""""",https://www.wowhead.com/item=273792
Behemoth Waistband,251229,"152 Armor
+122 [Agility or Intellect]
+2,440 Stamina
+92 Versatility
+49 Mastery","155 Armor
+125 [Agility or Intellect]
+2,527 Stamina
+93 Versatility
+50 Mastery","158 Armor
+129 [Agility or Intellect]
+2,615 Stamina
+94 Versatility
+51 Mastery","162 Armor
+134 [Agility or Intellect]
+2,737 Stamina
+96 Versatility
+51 Mastery","166 Armor
+138 [Agility or Intellect]
+2,832 Stamina
+97 Versatility
+52 Mastery","169 Armor
+141 [Agility or Intellect]
+2,932 Stamina
+98 Versatility
+53 Mastery",https://www.wowhead.com/item=251229
Bladesorrow,251128,"124 - 208 Damage
Speed 1.80
(92.2 damage per second)
+81 Agility
+1,627 Stamina
+55 Critical Strike
+39 Mastery","128 - 214 Damage
Speed 1.80
(95.0 damage per second)
+84 Agility
+1,684 Stamina
+56 Critical Strike
+39 Mastery","131 - 220 Damage
Speed 1.80
(97.5 damage per second)
+86 Agility
+1,744 Stamina
+56 Critical Strike
+40 Mastery","136 - 228 Damage
Speed 1.80
(101.1 damage per second)
+89 Agility
+1,824 Stamina
+57 Critical Strike
+41 Mastery","140 - 234 Damage
Speed 1.80
(103.9 damage per second)
+92 Agility
+1,888 Stamina
+58 Critical Strike
+41 Mastery","144 - 241 Damage
Speed 1.80
(106.9 damage per second)
+94 Agility
+1,955 Stamina
+59 Critical Strike
+42 Mastery",https://www.wowhead.com/item=251128
Blazebound Lieutenant's Helm,193750,"202 Armor
+162 [Agility or Intellect]
+3,254 Stamina
+74 Versatility
+114 Mastery","206 Armor
+167 [Agility or Intellect]
+3,369 Stamina
+75 Versatility
+116 Mastery","210 Armor
+172 [Agility or Intellect]
+3,487 Stamina
+76 Versatility
+117 Mastery","216 Armor
+178 [Agility or Intellect]
+3,649 Stamina
+77 Versatility
+119 Mastery","221 Armor
+183 [Agility or Intellect]
+3,777 Stamina
+78 Versatility
+121 Mastery","225 Armor
+189 [Agility or Intellect]
+3,910 Stamina
+79 Versatility
+122 Mastery",https://www.wowhead.com/item=193750
Bloodthorn Burnous,251190,"70 Armor
+91 [Agility or Strength or Intellect]
+1,830 Stamina
+69 Haste
+37 Mastery","72 Armor
+94 [Agility or Strength or Intellect]
+1,895 Stamina
+70 Haste
+37 Mastery","73 Armor
+97 [Agility or Strength or Intellect]
+1,962 Stamina
+70 Haste
+38 Mastery","75 Armor
+100 [Agility or Strength or Intellect]
+2,053 Stamina
+72 Haste
+39 Mastery","77 Armor
+103 [Agility or Strength or Intellect]
+2,124 Stamina
+73 Haste
+39 Mastery","78 Armor
+106 [Agility or Strength or Intellect]
+2,199 Stamina
+73 Haste
+40 Mastery",https://www.wowhead.com/item=251190
Boots of the Headlong Conqueror,159326,"168 Armor
+122 [Agility or Intellect]
+2,440 Stamina
+80 Versatility
+61 Mastery","172 Armor
+125 [Agility or Intellect]
+2,527 Stamina
+81 Versatility
+62 Mastery","175 Armor
+129 [Agility or Intellect]
+2,615 Stamina
+82 Versatility
+63 Mastery","180 Armor
+134 [Agility or Intellect]
+2,737 Stamina
+83 Versatility
+64 Mastery","184 Armor
+138 [Agility or Intellect]
+2,832 Stamina
+84 Versatility
+65 Mastery","187 Armor
+141 [Agility or Intellect]
+2,932 Stamina
+85 Versatility
+66 Mastery",https://www.wowhead.com/item=159326
Branch of Pride,251196,"140 - 211 Damage
Speed 3.60
(48.7 damage per second)
+946 [Agility or Intellect]
+3,254 Stamina
+118 Versatility
+70 Mastery","144 - 217 Damage
Speed 3.60
(50.1 damage per second)
+972 [Agility or Intellect]
+3,369 Stamina
+120 Versatility
+71 Mastery","148 - 222 Damage
Speed 3.60
(51.4 damage per second)
+1000 [Agility or Intellect]
+3,487 Stamina
+121 Versatility
+72 Mastery","154 - 231 Damage
Speed 3.60
(53.4 damage per second)
+1038 [Agility or Intellect]
+3,649 Stamina
+123 Versatility
+73 Mastery","158 - 237 Damage
Speed 3.60
(54.9 damage per second)
+1068 [Agility or Intellect]
+3,777 Stamina
+125 Versatility
+74 Mastery","163 - 244 Damage
Speed 3.60
(56.4 damage per second)
+1098 [Agility or Intellect]
+3,910 Stamina
+126 Versatility
+75 Mastery",https://www.wowhead.com/item=251196
Bulwark of Brimming Potential,158375,"739 Armor
120 Block
+81 [Strength or Intellect]
+1,627 Stamina
+53 Critical Strike
+41 Haste","754 Armor
123 Block
+84 [Strength or Intellect]
+1,684 Stamina
+54 Critical Strike
+41 Haste","771 Armor
125 Block
+86 [Strength or Intellect]
+1,744 Stamina
+54 Critical Strike
+42 Haste","794 Armor
129 Block
+89 [Strength or Intellect]
+1,824 Stamina
+55 Critical Strike
+43 Haste","809 Armor
132 Block
+92 [Strength or Intellect]
+1,888 Stamina
+56 Critical Strike
+43 Haste","826 Armor
134 Block
+94 [Strength or Intellect]
+1,955 Stamina
+57 Critical Strike
+44 Haste",https://www.wowhead.com/item=158375
Charged Sandstone Band,158366,"+1,830 Stamina
+211 Critical Strike
+158 Mastery
Prismatic Socket","+1,895 Stamina
+215 Critical Strike
+161 Mastery
Prismatic Socket","+1,962 Stamina
+219 Critical Strike
+164 Mastery
Prismatic Socket","+2,053 Stamina
+224 Critical Strike
+168 Mastery
Prismatic Socket","+2,124 Stamina
+228 Critical Strike
+171 Mastery
Prismatic Socket","+2,199 Stamina
+232 Critical Strike
+174 Mastery
Prismatic Socket",https://www.wowhead.com/item=158366
Charonic Crescent,251232,"280 - 421 Damage
Speed 3.60
(97.4 damage per second)
+162 [Agility or Strength]
+3,254 Stamina
+110 Critical Strike
+78 Haste","288 - 433 Damage
Speed 3.60
(100.1 damage per second)
+167 [Agility or Strength]
+3,369 Stamina
+112 Critical Strike
+79 Haste","296 - 444 Damage
Speed 3.60
(102.8 damage per second)
+172 [Agility or Strength]
+3,487 Stamina
+113 Critical Strike
+80 Haste","307 - 461 Damage
Speed 3.60
(106.7 damage per second)
+178 [Agility or Strength]
+3,649 Stamina
+115 Critical Strike
+81 Haste","316 - 474 Damage
Speed 3.60
(109.7 damage per second)
+183 [Agility or Strength]
+3,777 Stamina
+116 Critical Strike
+82 Haste","325 - 487 Damage
Speed 3.60
(112.8 damage per second)
+189 [Agility or Strength]
+3,910 Stamina
+118 Critical Strike
+83 Haste",https://www.wowhead.com/item=251232
Chestguard of Corroded Scales,273776,"270 Armor
+162 [Agility or Intellect]
+3,254 Stamina
+110 Critical Strike
+78 Versatility","275 Armor
+167 [Agility or Intellect]
+3,369 Stamina
+112 Critical Strike
+79 Versatility","280 Armor
+172 [Agility or Intellect]
+3,487 Stamina
+113 Critical Strike
+80 Versatility","288 Armor
+178 [Agility or Intellect]
+3,649 Stamina
+115 Critical Strike
+81 Versatility","294 Armor
+183 [Agility or Intellect]
+3,777 Stamina
+116 Critical Strike
+82 Versatility","300 Armor
+189 [Agility or Intellect]
+3,910 Stamina
+118 Critical Strike
+83 Versatility",https://www.wowhead.com/item=273776
Chillworn's Infusion Staff,193769,"140 - 211 Damage
Speed 3.60
(48.7 damage per second)
+946 Intellect
+3,254 Stamina
+106 Critical Strike
+82 Versatility","144 - 217 Damage
Speed 3.60
(50.1 damage per second)
+972 Intellect
+3,369 Stamina
+107 Critical Strike
+83 Versatility","148 - 222 Damage
Speed 3.60
(51.4 damage per second)
+1000 Intellect
+3,487 Stamina
+109 Critical Strike
+84 Versatility","154 - 231 Damage
Speed 3.60
(53.4 damage per second)
+1038 Intellect
+3,649 Stamina
+111 Critical Strike
+85 Versatility","158 - 237 Damage
Speed 3.60
(54.9 damage per second)
+1068 Intellect
+3,777 Stamina
+112 Critical Strike
+86 Versatility","163 - 244 Damage
Speed 3.60
(56.4 damage per second)
+1098 Intellect
+3,910 Stamina
+113 Critical Strike
+88 Versatility",https://www.wowhead.com/item=193769
Cloak of the Restless Tribes,159288,"70 Armor
+91 [Agility or Strength or Intellect]
+1,830 Stamina
+57 Versatility
+48 Mastery
Equip: Standing still for 4 sec increases your Speed by 94. Lasts for 4 sec once you start moving.","72 Armor
+94 [Agility or Strength or Intellect]
+1,895 Stamina
+58 Versatility
+49 Mastery
Equip: Standing still for 4 sec increases your Speed by 96. Lasts for 4 sec once you start moving.","73 Armor
+97 [Agility or Strength or Intellect]
+1,962 Stamina
+59 Versatility
+50 Mastery
Equip: Standing still for 4 sec increases your Speed by 97. Lasts for 4 sec once you start moving.","75 Armor
+100 [Agility or Strength or Intellect]
+2,053 Stamina
+60 Versatility
+50 Mastery
Equip: Standing still for 4 sec increases your Speed by 98. Lasts for 4 sec once you start moving.","77 Armor
+103 [Agility or Strength or Intellect]
+2,124 Stamina
+61 Versatility
+51 Mastery
Equip: Standing still for 4 sec increases your Speed by 100. Lasts for 4 sec once you start moving.","78 Armor
+106 [Agility or Strength or Intellect]
+2,199 Stamina
+61 Versatility
+52 Mastery
Equip: Standing still for 4 sec increases your Speed by 101. Lasts for 4 sec once you start moving.",https://www.wowhead.com/item=159288
Coiled Fangstone,273795,"+154 Strength
Use: Unleash 3 Envenomed Bites centered on your target, inflicting a total of [(68567 * 3) * 1]) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%. (1 Min Cooldown)","+159 Strength
Use: Unleash 3 Envenomed Bites centered on your target, inflicting a total of [(71571 * 3) * 1]) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%. (1 Min Cooldown)","+163 Strength
Use: Unleash 3 Envenomed Bites centered on your target, inflicting a total of [(74690 * 3) * 1]) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%. (1 Min Cooldown)","+170 Strength
Use: Unleash 3 Envenomed Bites centered on your target, inflicting a total of [(79036 * 3) * 1]) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%. (1 Min Cooldown)","+174 Strength
Use: Unleash 3 Envenomed Bites centered on your target, inflicting a total of [(82440 * 3) * 1]) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%. (1 Min Cooldown)","+179 Strength
Use: Unleash 3 Envenomed Bites centered on your target, inflicting a total of [(85974 * 3) * 1]) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%. (1 Min Cooldown)",https://www.wowhead.com/item=273795
Corrupted Hexxer's Vestments,158363,"270 Armor
+162 [Agility or Intellect]
+3,254 Stamina
+106 Critical Strike
+82 Mastery","275 Armor
+167 [Agility or Intellect]
+3,369 Stamina
+107 Critical Strike
+83 Mastery","280 Armor
+172 [Agility or Intellect]
+3,487 Stamina
+109 Critical Strike
+84 Mastery","288 Armor
+178 [Agility or Intellect]
+3,649 Stamina
+111 Critical Strike
+85 Mastery","294 Armor
+183 [Agility or Intellect]
+3,777 Stamina
+112 Critical Strike
+86 Mastery","300 Armor
+189 [Agility or Intellect]
+3,910 Stamina
+113 Critical Strike
+88 Mastery",https://www.wowhead.com/item=158363
Crossbow of Forgotten Majesty,159640,"234 - 351 Damage
Speed 3.00
(97.4 damage per second)
+162 Agility
+3,254 Stamina
+106 Critical Strike
+82 Mastery","240 - 361 Damage
Speed 3.00
(100.1 damage per second)
+167 Agility
+3,369 Stamina
+107 Critical Strike
+83 Mastery","246 - 370 Damage
Speed 3.00
(102.8 damage per second)
+172 Agility
+3,487 Stamina
+109 Critical Strike
+84 Mastery","256 - 384 Damage
Speed 3.00
(106.7 damage per second)
+178 Agility
+3,649 Stamina
+111 Critical Strike
+85 Mastery","263 - 395 Damage
Speed 3.00
(109.7 damage per second)
+183 Agility
+3,777 Stamina
+112 Critical Strike
+86 Mastery","271 - 406 Damage
Speed 3.00
(112.8 damage per second)
+189 Agility
+3,910 Stamina
+113 Critical Strike
+88 Mastery",https://www.wowhead.com/item=159640
Drake Rider's Stecktarge,193770,"739 Armor
120 Block
+81 [Strength or Intellect]
+1,627 Stamina
+53 Critical Strike
+41 Haste","754 Armor
123 Block
+84 [Strength or Intellect]
+1,684 Stamina
+54 Critical Strike
+41 Haste","771 Armor
125 Block
+86 [Strength or Intellect]
+1,744 Stamina
+54 Critical Strike
+42 Haste","794 Armor
129 Block
+89 [Strength or Intellect]
+1,824 Stamina
+55 Critical Strike
+43 Haste","809 Armor
132 Block
+92 [Strength or Intellect]
+1,888 Stamina
+56 Critical Strike
+43 Haste","826 Armor
134 Block
+94 [Strength or Intellect]
+1,955 Stamina
+57 Critical Strike
+44 Haste",https://www.wowhead.com/item=193770
Egg Tender's Leggings,193752,"236 Armor
+162 [Agility or Intellect]
+3,254 Stamina
+118 Versatility
+70 Mastery","241 Armor
+167 [Agility or Intellect]
+3,369 Stamina
+120 Versatility
+71 Mastery","245 Armor
+172 [Agility or Intellect]
+3,487 Stamina
+121 Versatility
+72 Mastery","252 Armor
+178 [Agility or Intellect]
+3,649 Stamina
+123 Versatility
+73 Mastery","257 Armor
+183 [Agility or Intellect]
+3,777 Stamina
+125 Versatility
+74 Mastery","262 Armor
+189 [Agility or Intellect]
+3,910 Stamina
+126 Versatility
+75 Mastery",https://www.wowhead.com/item=193752
Fallen Speaker's Staff,251160,"140 - 211 Damage
Speed 3.60
(48.7 damage per second)
+946 Intellect
+3,254 Stamina
+110 Haste
+78 Versatility","144 - 217 Damage
Speed 3.60
(50.1 damage per second)
+972 Intellect
+3,369 Stamina
+112 Haste
+79 Versatility","148 - 222 Damage
Speed 3.60
(51.4 damage per second)
+1000 Intellect
+3,487 Stamina
+113 Haste
+80 Versatility","154 - 231 Damage
Speed 3.60
(53.4 damage per second)
+1038 Intellect
+3,649 Stamina
+115 Haste
+81 Versatility","158 - 237 Damage
Speed 3.60
(54.9 damage per second)
+1068 Intellect
+3,777 Stamina
+116 Haste
+82 Versatility","163 - 244 Damage
Speed 3.60
(56.4 damage per second)
+1098 Intellect
+3,910 Stamina
+118 Haste
+83 Versatility",https://www.wowhead.com/item=251160
Fang of Contagion,251225,"62 - 104 Damage
Speed 1.80
(46.1 damage per second)
+473 Intellect
+1,627 Stamina
+39 Versatility
+55 Mastery","64 - 107 Damage
Speed 1.80
(47.5 damage per second)
+486 Intellect
+1,684 Stamina
+39 Versatility
+56 Mastery","65 - 110 Damage
Speed 1.80
(48.6 damage per second)
+500 Intellect
+1,744 Stamina
+40 Versatility
+56 Mastery","68 - 114 Damage
Speed 1.80
(50.6 damage per second)
+519 Intellect
+1,824 Stamina
+41 Versatility
+57 Mastery","70 - 117 Damage
Speed 1.80
(51.9 damage per second)
+534 Intellect
+1,888 Stamina
+41 Versatility
+58 Mastery","72 - 121 Damage
Speed 1.80
(53.6 damage per second)
+549 Intellect
+1,955 Stamina
+42 Versatility
+59 Mastery",https://www.wowhead.com/item=251225
Felsoaked Soles,251138,"168 Armor
+122 [Agility or Intellect]
+2,440 Stamina
+83 Critical Strike
+58 Versatility","172 Armor
+125 [Agility or Intellect]
+2,527 Stamina
+84 Critical Strike
+59 Versatility","175 Armor
+129 [Agility or Intellect]
+2,615 Stamina
+85 Critical Strike
+60 Versatility","180 Armor
+134 [Agility or Intellect]
+2,737 Stamina
+86 Critical Strike
+61 Versatility","184 Armor
+138 [Agility or Intellect]
+2,832 Stamina
+87 Critical Strike
+62 Versatility","187 Armor
+141 [Agility or Intellect]
+2,932 Stamina
+88 Critical Strike
+62 Versatility",https://www.wowhead.com/item=251138
Fireproof Drape,193763,"70 Armor
+91 [Agility or Strength or Intellect]
+1,830 Stamina
+39 Critical Strike
+66 Haste","72 Armor
+94 [Agility or Strength or Intellect]
+1,895 Stamina
+40 Critical Strike
+67 Haste","73 Armor
+97 [Agility or Strength or Intellect]
+1,962 Stamina
+40 Critical Strike
+68 Haste","75 Armor
+100 [Agility or Strength or Intellect]
+2,053 Stamina
+41 Critical Strike
+69 Haste","77 Armor
+103 [Agility or Strength or Intellect]
+2,124 Stamina
+41 Critical Strike
+70 Haste","78 Armor
+106 [Agility or Strength or Intellect]
+2,199 Stamina
+42 Critical Strike
+71 Haste",https://www.wowhead.com/item=193763
Forgotten Tribe Footguards,251157,"168 Armor
+122 [Agility or Intellect]
+2,440 Stamina
+89 Critical Strike
+52 Haste","172 Armor
+125 [Agility or Intellect]
+2,527 Stamina
+90 Critical Strike
+53 Haste","175 Armor
+129 [Agility or Intellect]
+2,615 Stamina
+91 Critical Strike
+54 Haste","180 Armor
+134 [Agility or Intellect]
+2,737 Stamina
+92 Critical Strike
+55 Haste","184 Armor
+138 [Agility or Intellect]
+2,832 Stamina
+94 Critical Strike
+55 Haste","187 Armor
+141 [Agility or Intellect]
+2,932 Stamina
+95 Critical Strike
+56 Haste",https://www.wowhead.com/item=251157
Freightrunner's Flask,250215,"+154 [Agility or Intellect]
Use: Take a sip of the drink you swiped from the freight, increasing your Critical Strike by 645 for 15 sec. (1 Min, 30 Sec Cooldown)","+159 [Agility or Intellect]
Use: Take a sip of the drink you swiped from the freight, increasing your Critical Strike by 653 for 15 sec. (1 Min, 30 Sec Cooldown)","+163 [Agility or Intellect]
Use: Take a sip of the drink you swiped from the freight, increasing your Critical Strike by 661 for 15 sec. (1 Min, 30 Sec Cooldown)","+170 [Agility or Intellect]
Use: Take a sip of the drink you swiped from the freight, increasing your Critical Strike by 673 for 15 sec. (1 Min, 30 Sec Cooldown)","+174 [Agility or Intellect]
Use: Take a sip of the drink you swiped from the freight, increasing your Critical Strike by 681 for 15 sec. (1 Min, 30 Sec Cooldown)","+179 [Agility or Intellect]
Use: Take a sip of the drink you swiped from the freight, increasing your Critical Strike by 689 for 15 sec. (1 Min, 30 Sec Cooldown)",https://www.wowhead.com/item=250215
Galerattle Gauntlets,193759,"152 Armor
+122 [Agility or Intellect]
+2,440 Stamina
+83 Critical Strike
+58 Versatility","155 Armor
+125 [Agility or Intellect]
+2,527 Stamina
+84 Critical Strike
+59 Versatility","158 Armor
+129 [Agility or Intellect]
+2,615 Stamina
+85 Critical Strike
+60 Versatility","162 Armor
+134 [Agility or Intellect]
+2,737 Stamina
+86 Critical Strike
+61 Versatility","166 Armor
+138 [Agility or Intellect]
+2,832 Stamina
+87 Critical Strike
+62 Versatility","169 Armor
+141 [Agility or Intellect]
+2,932 Stamina
+88 Critical Strike
+62 Versatility",https://www.wowhead.com/item=193759
Galvanized Stormcrusher,215730,"210 - 270 Damage
Speed 2.60
(92.3 damage per second)
+814 Strength
+814 Agility
+1094 Intellect
+3,093 Stamina
Dropped by: GaralonDrop Chance: 0.02%","215 - 278 Damage
Speed 2.60
(94.8 damage per second)
+837 Strength
+837 Agility
+1125 Intellect
+3,203 Stamina
Dropped by: GaralonDrop Chance: 0.02%","222 - 286 Damage
Speed 2.60
(97.7 damage per second)
+861 Strength
+861 Agility
+1157 Intellect
+3,315 Stamina
Dropped by: GaralonDrop Chance: 0.02%","230 - 296 Damage
Speed 2.60
(101.2 damage per second)
+894 Strength
+894 Agility
+1201 Intellect
+3,469 Stamina
Dropped by: GaralonDrop Chance: 0.02%","237 - 305 Damage
Speed 2.60
(104.2 damage per second)
+919 Strength
+919 Agility
+1235 Intellect
+3,590 Stamina
Dropped by: GaralonDrop Chance: 0.02%","243 - 313 Damage
Speed 2.60
(106.9 damage per second)
+945 Strength
+945 Agility
+1270 Intellect
+3,717 Stamina
Dropped by: GaralonDrop Chance: 0.02%",https://www.wowhead.com/item=215730
Gilded Serpent's Tooth,159137,"62 - 104 Damage
Speed 1.80
(46.1 damage per second)
+473 Intellect
+1,627 Stamina
+41 Haste
+53 Versatility","64 - 107 Damage
Speed 1.80
(47.5 damage per second)
+486 Intellect
+1,684 Stamina
+41 Haste
+54 Versatility","65 - 110 Damage
Speed 1.80
(48.6 damage per second)
+500 Intellect
+1,744 Stamina
+42 Haste
+54 Versatility","68 - 114 Damage
Speed 1.80
(50.6 damage per second)
+519 Intellect
+1,824 Stamina
+43 Haste
+55 Versatility","70 - 117 Damage
Speed 1.80
(51.9 damage per second)
+534 Intellect
+1,888 Stamina
+43 Haste
+56 Versatility","72 - 121 Damage
Speed 1.80
(53.6 damage per second)
+549 Intellect
+1,955 Stamina
+44 Haste
+57 Versatility",https://www.wowhead.com/item=159137
Graft of the Domanaar,251234,"+1,830 Stamina
+237 Critical Strike
+132 Mastery","+1,895 Stamina
+242 Critical Strike
+134 Mastery","+1,962 Stamina
+246 Critical Strike
+137 Mastery","+2,053 Stamina
+252 Critical Strike
+140 Mastery","+2,124 Stamina
+256 Critical Strike
+142 Mastery","+2,199 Stamina
+261 Critical Strike
+145 Mastery",https://www.wowhead.com/item=251234
Grim Harvest Gloves,251143,"198 - 282 Damage
Speed 2.60
(92.3 damage per second)
+81 Agility
+1,627 Stamina
+55 Haste
+39 Versatility","203 - 290 Damage
Speed 2.60
(94.8 damage per second)
+84 Agility
+1,684 Stamina
+56 Haste
+39 Versatility","209 - 298 Damage
Speed 2.60
(97.5 damage per second)
+86 Agility
+1,744 Stamina
+56 Haste
+40 Versatility","217 - 310 Damage
Speed 2.60
(101.3 damage per second)
+89 Agility
+1,824 Stamina
+57 Haste
+41 Versatility","223 - 318 Damage
Speed 2.60
(104.0 damage per second)
+92 Agility
+1,888 Stamina
+58 Haste
+41 Versatility","229 - 327 Damage
Speed 2.60
(106.9 damage per second)
+94 Agility
+1,955 Stamina
+59 Haste
+42 Versatility",https://www.wowhead.com/item=251143
Havoc Crusher,193767,"210 - 270 Damage
Speed 2.60
(92.3 damage per second)
+81 Agility
+1,627 Stamina
+59 Critical Strike
+35 Haste","215 - 278 Damage
Speed 2.60
(94.8 damage per second)
+84 Agility
+1,684 Stamina
+60 Critical Strike
+35 Haste","222 - 286 Damage
Speed 2.60
(97.7 damage per second)
+86 Agility
+1,744 Stamina
+61 Critical Strike
+36 Haste","230 - 296 Damage
Speed 2.60
(101.2 damage per second)
+89 Agility
+1,824 Stamina
+62 Critical Strike
+36 Haste","237 - 305 Damage
Speed 2.60
(104.2 damage per second)
+92 Agility
+1,888 Stamina
+62 Critical Strike
+37 Haste","243 - 313 Damage
Speed 2.60
(106.9 damage per second)
+94 Agility
+1,955 Stamina
+63 Critical Strike
+37 Haste",https://www.wowhead.com/item=193767
Headcracker of Supplication,159645,"210 - 270 Damage
Speed 2.60
(92.3 damage per second)
+81 Agility
+1,627 Stamina
+39 Critical Strike
+55 Mastery","215 - 278 Damage
Speed 2.60
(94.8 damage per second)
+84 Agility
+1,684 Stamina
+39 Critical Strike
+56 Mastery","222 - 286 Damage
Speed 2.60
(97.7 damage per second)
+86 Agility
+1,744 Stamina
+40 Critical Strike
+56 Mastery","230 - 296 Damage
Speed 2.60
(101.2 damage per second)
+89 Agility
+1,824 Stamina
+41 Critical Strike
+57 Mastery","237 - 305 Damage
Speed 2.60
(104.2 damage per second)
+92 Agility
+1,888 Stamina
+41 Critical Strike
+58 Mastery","243 - 313 Damage
Speed 2.60
(106.9 damage per second)
+94 Agility
+1,955 Stamina
+42 Critical Strike
+59 Mastery",https://www.wowhead.com/item=159645
Hulking Handaxe,251230,"180 - 300 Damage
Speed 2.60
(92.3 damage per second)
+81 [Strength or Agility]
+1,627 Stamina
+53 Critical Strike
+41 Haste","185 - 309 Damage
Speed 2.60
(95.0 damage per second)
+84 [Strength or Agility]
+1,684 Stamina
+54 Critical Strike
+41 Haste","190 - 317 Damage
Speed 2.60
(97.5 damage per second)
+86 [Strength or Agility]
+1,744 Stamina
+54 Critical Strike
+42 Haste","197 - 329 Damage
Speed 2.60
(101.2 damage per second)
+89 [Strength or Agility]
+1,824 Stamina
+55 Critical Strike
+43 Haste","203 - 339 Damage
Speed 2.60
(104.2 damage per second)
+92 [Strength or Agility]
+1,888 Stamina
+56 Critical Strike
+43 Haste","208 - 348 Damage
Speed 2.60
(106.9 damage per second)
+94 [Strength or Agility]
+1,955 Stamina
+57 Critical Strike
+44 Haste",https://www.wowhead.com/item=251230
Hydra Scale Wristguards,273779,"135 Armor
+91 [Agility or Intellect]
+1,830 Stamina
+66 Critical Strike
+39 Versatility","138 Armor
+94 [Agility or Intellect]
+1,895 Stamina
+67 Critical Strike
+40 Versatility","140 Armor
+97 [Agility or Intellect]
+1,962 Stamina
+68 Critical Strike
+40 Versatility","144 Armor
+100 [Agility or Intellect]
+2,053 Stamina
+69 Critical Strike
+41 Versatility","147 Armor
+103 [Agility or Intellect]
+2,124 Stamina
+70 Critical Strike
+41 Versatility","150 Armor
+106 [Agility or Intellect]
+2,199 Stamina
+71 Critical Strike
+42 Versatility",https://www.wowhead.com/item=273779
